AQUAFABA,AAAABFQU,AQUA,AQUAFABA,ABA,BA
DJELLABA,AABDEJLL,DJELLABA,JELLABA,ABA,BA
PIASSABA,AAABIPSS,PI,PIA,PIAS,PIASSABA,ABA,BA
MYXAMEBA,AABEMMXY,MY,MYXAMEBA,AMEBA,BA
ZAMBOMBA,AABBMMOZ,ZA,ZAMBOMBA,BA
ALGAROBA,AAABGLOR,AL,ALGA,ALGAROBA,AROBA,OBA,BA
CARNAUBA,AAABCNRU,CAR,CARN,CARNAUBA,BA
MACAHUBA,AAABCHMU,MA,MAC,MACA,MACAHUBA,BA
SIMARUBA,AABIMRSU,SI,SIM,SIMA,SIMAR,SIMARUBA,BA
THERIACA,AACEHIRT,THE,THERIAC,THERIACA
JARARACA,AAAACJRR,JA,JAR,JARARACA,RACA
OITICICA,ACCIIIOT,OI,OITICICA
MELODICA,ACDEILMO,ME,MEL,MELODIC,MELODICA
ANGELICA,AACEGILN,AN,ANGEL,ANGELIC,ANGELICA
BASILICA,AABCIILS,BA,BAS,BASIL,BASILIC,BASILICA,SILICA
MAIOLICA,AACIILMO,MA,MAIOLICA
MAJOLICA,AACIJLMO,MA,MAJOLICA
BOTANICA,AABCINOT,BO,BOT,BOTA,BOTANIC,BOTANICA
ARMONICA,AACIMNOR,AR,ARM,ARMONICA
JAPONICA,AACIJNOP,JA,JAP,JAPONICA
VERONICA,ACEINORV,VERONICA
BRASSICA,AABCIRSS,BRA,BRAS,BRASS,BRASSICA
SCIATICA,AACCIIST,SCIATIC,SCIATICA
HEPATICA,AACEHIPT,HE,HEP,HEPATIC,HEPATICA
SWASTICA,AACISSTW,SWASTICA
LINGUICA,ACGIILNU,LI,LIN,LING,LINGUICA
BARRANCA,AAABCNRR,BA,BAR,BARRA,BARRANCA
ANASARCA,AAAACNRS,AN,ANA,ANAS,ANASARCA
MOLLUSCA,ACLLMOSU,MO,MOL,MOLL,MOLLUSC,MOLLUSCA
LABRUSCA,AABCLRSU,LA,LAB,LABRUSCA
FANEGADA,AAADEFGN,FA,FAN,FANE,FANEGA,FANEGADA,DA
CHILLADA,AACDHILL,CH,CHI,CHILL,CHILLADA,DA
FEIJOADA,AADEFIJO,FE,FEIJOA,FEIJOADA,DA
AYURVEDA,AADERUVY,AY,AYU,AYURVEDA,DA
PEPONIDA,ADEINOPP,PE,PEP,PEPO,PEPONIDA,DA
CREDENDA,ACDDEENR,CRED,CREDENDA,DA
HACIENDA,AACDEHIN,HA,HACIENDA,DA
ANACONDA,AAACDNNO,AN,ANA,ANACONDA,DA
WAHCONDA,AACDHNOW,WAHCONDA,DA
GOLCONDA,ACDGLNOO,GO,GOLCONDA,DA
HYPOGAEA,AAEGHOPY,HYP,HYPO,HYPOGAEA,EA
NYMPHAEA,AAEHMNPY,NY,NYM,NYMPH,NYMPHA,NYMPHAE,NYMPHAEA,EA
FURCRAEA,AACEFRRU,FUR,FURCRAEA,EA
GASTRAEA,AAAEGRST,GAS,GAST,GASTRAEA,EA
GALLABEA,AAABEGLL,GAL,GALL,GALLABEA,EA
GYNAECEA,AACEEGNY,GYNAE,GYNAECEA,EA
SIDALCEA,AACDEILS,SI,SIDA,SIDALCEA,EA
STOMODEA,ADEMOOST,ST,STOMODEA,ODEA,EA
DIARRHEA,AADEHIRR,DI,DIARRHEA,RHEA,EA
PYORRHEA,AEHOPRRY,PYORRHEA,RHEA,EA
CALATHEA,AAACEHLT,CAL,CALATHEA,EA
BARATHEA,AAABEHRT,BA,BAR,BARATHEA,EA
MESOGLEA,AEEGLMOS,ME,MES,MESOGLEA,LEA,EA
TROCHLEA,ACEHLORT,TROCHLEA,LEA,EA
ACHILLEA,AACEHILL,ACH,ACHILLEA,LEA,EA
MAUSOLEA,AAELMOSU,MA,MAUSOLEA,OLEA,LEA,EA
CALCANEA,AAACCELN,CAL,CALCANEA,EA
PRYTANEA,AAENPRTY,PRY,PRYTANEA,EA
CHIMENEA,ACEEHIMN,CH,CHI,CHIME,CHIMENEA,EA
DULCINEA,ACDEILNU,DULCINEA,EA
CHIMINEA,ACEHIIMN,CH,CHI,CHIMINEA,EA
HYPOPNEA,AEHNOPPY,HYP,HYPO,HYPOPNEA,EA
ZOOGLOEA,AEGLOOOZ,ZO,ZOO,ZOOGLOEA,EA
KAREAREA,AAAEEKRR,KA,KAREAREA,AREA,EA
PAHAUTEA,AAAEHPTU,PA,PAH,PAHAUTEA,TEA,EA
CALCTUFA,AACCFLTU,CAL,CALCTUFA,TUFA,FA
RUTABAGA,AAABGRTU,RUT,RUTABAGA,AGA
MESHUGGA,AEGGHMSU,ME,MES,MESH,MESHUGGA
MAMALIGA,AAAGILMM,MA,MAM,MAMA,MAMALIGA
GEROPIGA,AEGGIOPR,GER,GEROPIGA
QUADRIGA,AADGIQRU,QUA,QUAD,QUADRIGA
MRIDANGA,AADGIMNR,MRIDANG,MRIDANGA,ANGA
ASTHANGA,AAAGHNST,AS,ASTHANGA,ANGA
MBAQANGA,AAABGMNQ,MBAQANGA,ANGA
CHURINGA,ACGHINRU,CH,CHUR,CHURINGA
CAATINGA,AAACGINT,CAA,CAATINGA
ONGAONGA,AAGGNNOO,ON,ONGAONGA
ARAPONGA,AAAGNOPR,AR,ARAPONGA,PONGA
ARAPUNGA,AAAGNPRU,AR,ARAPUNGA,PUNGA
SASTRUGA,AAGRSSTU,SASTRUGA,RUGA
ZASTRUGA,AAGRSTUZ,ZA,ZAS,ZASTRUGA,RUGA
BROUHAHA,AABHHORU,BRO,BROUHAHA,HAHA,AHA,HA
BISCACHA,AABCCHIS,BI,BIS,BISCACHA,CHA,HA
VISCACHA,AACCHISV,VIS,VISCACHA,CHA,HA
BIZCACHA,AABCCHIZ,BI,BIZ,BIZCACHA,CHA,HA
VIZCACHA,AACCHIVZ,VIZCACHA,CHA,HA
MUCHACHA,AACCHHMU,MU,MUCH,MUCHACHA,CHA,HA
GUARACHA,AAACGHRU,GU,GUAR,GUARACHA,CHA,HA
SRIRACHA,AACHIRRS,SRI,SRIRACHA,CHA,HA
SHRADDHA,AADDHHRS,SH,SHRADDHA,HA
JATROPHA,AAHJOPRT,JA,JATROPHA,HA
GOLGOTHA,AGGHLOOT,GO,GOLGOTHA,HA
SAPUCAIA,AAACIPSU,SAP,SAPUCAIA,AIA
AMPHIBIA,AABHIIMP,AM,AMP,AMPHIBIA
RHIZOBIA,ABHIIORZ,RHIZOBIA,OBIA
YTTERBIA,ABEIRTTY,YTTERBIA,TERBIA,ERBIA
GYNAECIA,AACEGINY,GYNAE,GYNAECIA,AECIA
GYNOECIA,ACEGINOY,GYNO,GYNOECIA
ALOPECIA,AACEILOP,AL,ALOPECIA
ESTANCIA,AACEINST,ES,EST,ESTANCIA
VALENCIA,AACEILNV,VALE,VALENCIA
SEMUNCIA,ACEIMNSU,SEMUNCIA,UNCIA
PALLADIA,AAADILLP,PA,PAL,PALL,PALLA,PALLADIA
GAMMADIA,AAADGIMM,GAM,GAMMA,GAMMADIA
MAZAEDIA,AAADEIMZ,MA,MAZAEDIA
CYMBIDIA,ABCDIIMY,CYMBIDIA
PYCNIDIA,ACDIINPY,PYCNIDIA
CTENIDIA,ACDEIINT,CTENIDIA
TIGRIDIA,ADGIIIRT,TI,TIG,TIGRIDIA
ANIRIDIA,AADIIINR,AN,ANI,ANIRIDIA
SPORIDIA,ADIIOPRS,SPORIDIA
ANTHODIA,AADHINOT,AN,ANT,ANTHODIA
GERARDIA,AADEGIRR,GER,GERARDIA
BUDDLEIA,ABDDEILU,BUD,BUDDLE,BUDDLEIA
EPOPOEIA,AEEIOOPP,EPOPOEIA
DIPLEGIA,ADEGIILP,DI,DIP,DIPLEGIA
VESTIGIA,AEGIISTV,VEST,VESTIGIA
TOPALGIA,AAGILOPT,TO,TOP,TOPALGIA
HYPALGIA,AAGHILPY,HYP,HYPALGIA
CAMBOGIA,AABCGIMO,CAM,CAMBOGIA
UROPYGIA,AGIOPRUY,UR,UROPYGIA
PTERYGIA,AEGIPRTY,PTERYGIA
PETECHIA,ACEEHIPT,PE,PET,PETECHIA,CHIA
BRONCHIA,ABCHINOR,BRO,BRONC,BRONCHI,BRONCHIA,CHIA
AGRAPHIA,AAAGHIPR,AG,AGRAPHIA,RAPHIA
ATROPHIA,AAHIOPRT,AT,ATROPHIA
RADIALIA,AAADIILR,RAD,RADIAL,RADIALIA
